id,type,app,module,message,DES.src,DES.dst,TOPO.src,TOPO.dst,module.src,service,time_in,time_out,time_emit,time_reception
24,COMP_M,0,0_7,0_(1-7),654,661,150,150,0_1,46.61573033707865,5311.444994807141,5358.060725144219,5311.444994807141,5311.444994807141
25,COMP_M,0,0_0,M.USER.APP.0,652,653,1,150,None,46.768539325842696,5680.0381156969015,5726.806655022744,5388.0,5680.0381156969015
25,COMP_M,0,0_1,0_(0-1),653,654,150,150,0_0,54.12247191011236,5726.806655022744,5780.929126932856,5726.806655022744,5726.806655022744
25,COMP_M,0,0_2,0_(0-2),653,655,150,150,0_0,31.78988764044944,5726.806655022744,5758.596542663194,5726.806655022744,5726.806655022744
25,COMP_M,0,0_4,0_(0-4),653,656,150,150,0_0,48.785393258426964,5726.806655022744,5775.592048281171,5726.806655022744,5726.806655022744
25,COMP_M,0,0_8,0_(1-8),654,657,150,150,0_1,40.96179775280899,5780.929126932856,5821.890924685665,5780.929126932856,5780.929126932856
25,COMP_M,0,0_3,0_(1-3),654,658,150,150,0_1,22.65730337078652,5780.929126932856,5803.586430303642,5780.929126932856,5780.929126932856
25,COMP_M,0,0_5,0_(1-5),654,659,150,150,0_1,28.60112359550562,5780.929126932856,5809.530250528362,5780.929126932856,5780.929126932856
25,COMP_M,0,0_6,0_(1-6),654,660,150,150,0_1,44.480898876404495,5780.929126932856,5825.41002580926,5780.929126932856,5780.929126932856
25,COMP_M,0,0_7,0_(1-7),654,661,150,150,0_1,46.61573033707865,5780.929126932856,5827.544857269934,5780.929126932856,5780.929126932856
26,COMP_M,1,1_9,M.USER.APP.1,651,662,2,150,None,39.73258426966292,6066.043071739409,6105.775656009072,5729.0,6066.043071739409
26,COMP_M,1,1_10,1_(9-10),662,663,150,150,1_9,37.742696629213484,6105.775656009072,6143.518352638285,6105.775656009072,6105.775656009072
26,COMP_M,1,1_11,1_(9-11),662,664,150,150,1_9,34.331460674157306,6105.775656009072,6140.107116683229,6105.775656009072,6105.775656009072
26,COMP_M,1,1_12,1_(9-12),662,665,150,150,1_9,29.42808988764045,6105.775656009072,6135.2037458967125,6105.775656009072,6105.775656009072
26,COMP_M,1,1_13,1_(9-13),662,666,150,150,1_9,47.801123595505615,6105.775656009072,6153.5767796045775,6105.775656009072,6105.775656009072
26,COMP_M,1,1_15,1_(9-15),662,667,150,150,1_9,67.10337078651685,6105.775656009072,6172.879026795589,6105.775656009072,6105.775656009072
26,COMP_M,1,1_18,1_(9-18),662,668,150,150,1_9,36.82808988764045,6105.775656009072,6142.603745896712,6105.775656009072,6105.775656009072
26,COMP_M,1,1_16,1_(12-16),665,669,150,150,1_12,23.562921348314607,6135.2037458967125,6158.766667245027,6135.2037458967125,6135.2037458967125
26,COMP_M,1,1_14,1_(12-14),665,670,150,150,1_12,52.33370786516854,6135.2037458967125,6187.537453761881,6135.2037458967125,6135.2037458967125
26,COMP_M,1,1_17,1_(13-17),666,671,150,150,1_13,56.70337078651686,6153.5767796045775,6210.280150391094,6153.5767796045775,6153.5767796045775
27,COMP_M,0,0_0,M.USER.APP.0,652,653,1,150,None,46.768539325842696,6243.066936716552,6289.8354760423945,5788.0,6243.066936716552
27,COMP_M,0,0_1,0_(0-1),653,654,150,150,0_0,54.12247191011236,6289.8354760423945,6343.957947952506,6289.8354760423945,6289.8354760423945
27,COMP_M,0,0_2,0_(0-2),653,655,150,150,0_0,31.78988764044944,6289.8354760423945,6321.625363682844,6289.8354760423945,6289.8354760423945
27,COMP_M,0,0_4,0_(0-4),653,656,150,150,0_0,48.785393258426964,6289.8354760423945,6338.620869300821,6289.8354760423945,6289.8354760423945
27,COMP_M,0,0_8,0_(1-8),654,657,150,150,0_1,40.96179775280899,6343.957947952506,6384.919745705315,6343.957947952506,6343.957947952506
27,COMP_M,0,0_3,0_(1-3),654,658,150,150,0_1,22.65730337078652,6343.957947952506,6366.615251323293,6343.957947952506,6343.957947952506
27,COMP_M,0,0_5,0_(1-5),654,659,150,150,0_1,28.60112359550562,6343.957947952506,6372.559071548012,6343.957947952506,6343.957947952506
27,COMP_M,0,0_6,0_(1-6),654,660,150,150,0_1,44.480898876404495,6343.957947952506,6388.438846828911,6343.957947952506,6343.957947952506
